MaYTe,HoTen,MaDoiTuong,GioiTinh,NgaySinh,SoBHYT,BHTuNgay,BHDenNgay,DiaChi,SoDienThoai
BN4821,Trần Bảo Long,DT01,Nam,11/08/1944,GD81060705683325,01/01/2025,31/12/2025,"Đường 3/2, Phường Nguyễn Du, TP HCM",0845549362
BN4822,Nguyễn Lệ I,DT01,Nữ,29/11/1956,TE34083538179251,01/01/2025,31/12/2025,"Ngõ 12, Phường Lê Lợi, Tỉnh Hưng Yên",0823663176
BN4823,Phạm Văn A,DT01,Nam,06/08/1986,GD78086217601999,01/01/2025,31/12/2025,"Lô B4, Thị trấn Vĩnh An, Tỉnh Hưng Yên",0923112079
BN4824,Phạm Minh Hùng,DT01,Nam,27/06/2011,GD74021364375642,01/01/2025,31/12/2025,"Đường 3/2, Phường Nguyễn Du, TP Đà Nẵng",0892039570
BN4825,Vũ Anh Tuấn,DT02,Nam,26/03/1942,,,,"Lô B4, Phường Dương Đông, TP Đà Nẵng",0870110429
BN4826,Vũ Văn A,DT01,Nam,12/04/1962,CN29096292863970,01/01/2025,31/12/2025,"A2, Phường Dương Đông, TP Hà Nội",0791705136
BN4827,Đặng Thanh Vân,DT01,Nữ,03/05/2006,CN38020857996471,01/01/2025,31/12/2025,"Số 10, Thị trấn Vĩnh An, Tỉnh Hưng Yên",0343080964
BN4828,Lê Thanh Dũng,DT01,Nam,11/10/2002,CN95097408744445,01/01/2025,31/12/2025,"Số 10, Phường Nguyễn Du, TP Đà Nẵng",0372738019
BN4829,Phạm Thanh Vân,DT01,Nữ,26/05/1969,BT29041283285894,19/08/2025,18/08/2026,"Lô B4, Xã Hòa Bắc, TP Hà Nội",0952258548
BN4830,Lê Quang Vinh,DT01,Nam,29/09/1974,GD06085984747414,01/01/2025,31/12/2025,"Khu Phố 5, Xã Hòa Bắc, TP HCM",0393070084
BN4831,Đỗ Mai Hương,DT01,Nữ,18/03/1952,CN69077158790396,12/06/2025,11/06/2026,"Ngõ 12, Phường Bến Nghé, TP HCM",0893696981
BN4832,Hồ Gia Khang,DT01,Nam,30/07/2010,BT39020810743658,01/01/2025,31/12/2025,"A2, Phường Bến Nghé, Tỉnh Kiên Giang",0383204835
BN4833,Đỗ Thanh Dũng,DT01,Nam,05/11/2001,BT78069520560567,01/01/2025,31/12/2025,"A2, Phường Dương Đông, Tỉnh Kiên Giang",0880427876
BN4834,Đặng Kim F,DT01,Nữ,08/02/2001,TE53060391659984,01/01/2025,31/12/2025,"Đường 3/2, Thị trấn Vĩnh An, Tỉnh Đồng Nai",0334133117
BN4835,Phạm Hoàng Nam,DT01,Nam,01/12/1969,CN48047547872867,01/01/2025,31/12/2025,"Ngõ 12, Thị trấn Vĩnh An, Tỉnh Kiên Giang",0890626369
BN4836,Phạm Yến Vy,DT02,Nữ,09/12/1976,,,,"A2, Phường Dương Đông, Tỉnh Đồng Nai",0780593209
BN4837,Đặng Thị Bích C,DT01,Nữ,05/06/1972,CN02099675773907,01/01/2025,31/12/2025,"A2, Xã Hòa Bắc, Tỉnh Đồng Nai",0320931420
BN4838,Hoàng Bảo Long,DT01,Nam,25/04/1976,CN52087400575069,01/01/2025,31/12/2025,"Số 10, Phường Bến Nghé, TP Đà Nẵng",0336662401
BN4839,Nguyễn Thanh Dũng,DT01,Nam,18/09/1991,BT51022291870799,09/06/2025,08/06/2026,"Số 10, Phường Bến Nghé, TP Hà Nội",0774852430
BN4840,Lê Thu Thảo,DT01,Nữ,21/12/1952,GD17077973798276,02/07/2025,01/07/2026,"Đường 3/2, Phường Nguyễn Du, Tỉnh Đồng Nai",0370654240
BN4841,Đặng Ngọc Ánh,DT01,Nữ,27/12/2015,BT70094144361085,01/01/2025,31/12/2025,"Đường 3/2, Phường Bến Nghé, TP Đà Nẵng",0341506039
BN4842,Đặng Văn A,DT03,Nam,22/03/1951,GD83063145944497,18/09/2025,17/09/2026,"Đường 3/2, Phường Nguyễn Du, Tỉnh Đồng Nai",0320132456
BN4843,Vũ Xuân Bách,DT04,Nam,12/05/1964,,,,"Số 10, Phường Dương Đông, Tỉnh Đồng Nai",0876830282
BN4844,Bùi Ngọc Ánh,DT02,Nữ,24/05/1996,,,,"Đường 3/2, Phường Lê Lợi, TP Đà Nẵng",0310305353
BN4845,Lê Xuân Bách,DT01,Nam,05/11/1950,GD17093360566542,03/12/2025,02/12/2026,"Số 10, Phường Lê Lợi, Tỉnh Hưng Yên",0738948618
BN4846,Bùi Gia Khang,DT01,Nam,30/10/1954,QN28041702003889,01/01/2025,31/12/2025,"A2, Xã Hòa Bắc, TP HCM",0951690693
BN4847,Bùi Thu Thảo,DT04,Nữ,22/01/2019,,,,"Đường 3/2, Phường Bến Nghé, Tỉnh Hưng Yên",0330420400
BN4848,Đỗ Lệ I,DT01,Nữ,09/11/2013,GD41019304794733,01/01/2025,31/12/2025,"Khu Phố 5, Xã Hòa Bắc, TP HCM",0841622341
BN4849,Đỗ Bảo Long,DT01,Nam,27/11/2006,TE40072332550332,01/01/2025,31/12/2025,"A2, Thị trấn Vĩnh An, Tỉnh Đồng Nai",0723062526
BN4850,Đặng Lệ I,DT04,Nữ,10/03/1960,,,,"Số 10, Phường Dương Đông, Tỉnh Hưng Yên",0912896257
BN4851,Bùi Thị Bích C,DT01,Nữ,22/12/1952,BT51042423679817,01/01/2025,31/12/2025,"Lô B4, Phường Dương Đông, Tỉnh Hưng Yên",0975769465
BN4852,Phạm Mỹ Linh,DT04,Nữ,22/03/1949,,,,"Ngõ 12, Phường Lê Lợi, TP Hà Nội",0862610067
BN4853,Đỗ Mai Hương,DT02,Nữ,04/04/1991,,,,"Đường 3/2, Phường Lê Lợi, Tỉnh Đồng Nai",0773797096
BN4854,Vũ Ngọc Ánh,DT04,Nữ,24/09/1952,,,,"Số 10, Thị trấn Vĩnh An, Tỉnh Hưng Yên",0995662365
BN4855,Vũ Thị Bích C,DT01,Nữ,13/10/1988,CN82012932983671,01/01/2025,31/12/2025,"Đường 3/2, Phường Bến Nghé, TP HCM",0732506126
BN4856,Phạm Hoàng Nam,DT03,Nam,04/09/1978,GD22079592839890,09/09/2025,08/09/2026,"A2, Phường Lê Lợi, Tỉnh Đồng Nai",0982655571
BN4857,Vũ Yến Vy,DT01,Nữ,03/02/1989,BT10005605060352,01/01/2025,31/12/2025,"Khu Phố 5, Phường Nguyễn Du, Tỉnh Kiên Giang",0332344396
BN4858,Bùi Gia Khang,DT04,Nam,25/11/1946,,,,"Khu Phố 5, Phường Nguyễn Du, Tỉnh Kiên Giang",0915295737
BN4859,Hoàng Anh Tuấn,DT02,Nam,13/04/1962,,,,"Đường 3/2, Phường Bến Nghé, Tỉnh Hưng Yên",0764052533
BN4860,Nguyễn Yến Vy,DT04,Nữ,07/07/1988,,,,"A2, Phường Bến Nghé, Tỉnh Hưng Yên",0721587825
BN4861,Hoàng Quang Vinh,DT01,Nam,11/07/2016,GD65055304229293,01/01/2025,31/12/2025,"Khu Phố 5, Phường Bến Nghé, Tỉnh Đồng Nai",0743935571
BN4862,Lê Bảo Long,DT03,Nam,22/05/2015,CN09095257775648,01/01/2025,31/12/2025,"Số 10, Phường Nguyễn Du, Tỉnh Hưng Yên",0781845857
BN4863,Phạm Anh Tuấn,DT01,Nam,22/10/2012,GD50067822592127,01/01/2025,31/12/2025,"Đường 3/2, Phường Dương Đông, TP HCM",0773427166
BN4864,Hoàng Thị Bích C,DT01,Nữ,18/12/1970,TE15005867473434,25/06/2025,24/06/2026,"A2, Phường Bến Nghé, TP Hà Nội",0921070061
BN4865,Hồ Yến Vy,DT01,Nữ,02/10/2016,TE44098642077003,13/06/2025,12/06/2026,"A2, Xã Hòa Bắc, Tỉnh Hưng Yên",0777481320
BN4866,Bùi Xuân Bách,DT01,Nam,13/11/1960,TE71004418175573,01/01/2025,31/12/2025,"Lô B4, Phường Dương Đông, Tỉnh Kiên Giang",0762138533
BN4867,Vũ Thu Thảo,DT01,Nữ,04/03/1991,GD96049781826602,17/04/2025,16/04/2026,"Đường 3/2, Phường Dương Đông, TP Đà Nẵng",0866410511
BN4868,Đỗ Ngọc Ánh,DT01,Nữ,03/10/1991,QN17037943234072,01/01/2025,31/12/2025,"Lô B4, Xã Hòa Bắc, TP Hà Nội",0821673627
BN4869,Trần Văn A,DT01,Nam,20/09/2018,QN79072203504113,01/01/2025,31/12/2025,"Khu Phố 5, Phường Bến Nghé, Tỉnh Đồng Nai",0958640067
BN4870,Vũ Lệ I,DT01,Nữ,22/03/1955,QN52056674725492,01/01/2025,31/12/2025,"Đường 3/2, Phường Dương Đông, Tỉnh Đồng Nai",0382704173
BN4871,Bùi Minh Hùng,DT01,Nam,10/04/1990,BT92094334721225,01/01/2025,31/12/2025,"Khu Phố 5, Xã Hòa Bắc, Tỉnh Kiên Giang",0776456127
BN4872,Nguyễn Lệ I,DT03,Nữ,16/07/1969,BT76099817610964,09/05/2025,08/05/2026,"Khu Phố 5, Phường Nguyễn Du, Tỉnh Hưng Yên",0318366477
BN4873,Đỗ Thị Bích C,DT02,Nữ,30/05/1947,,,,"Lô B4, Phường Bến Nghé, TP HCM",0330841406
BN4874,Phạm Lệ I,DT01,Nữ,08/02/1945,BT97064567474630,04/11/2025,03/11/2026,"A2, Phường Lê Lợi, TP Đà Nẵng",0798312934
BN4875,Hồ Kim F,DT04,Nữ,04/09/1982,,,,"Lô B4, Xã Hòa Bắc, TP Đà Nẵng",0933161793
BN4876,Nguyễn Xuân Bách,DT01,Nam,12/07/1945,GD29083525373922,01/01/2025,31/12/2025,"Khu Phố 5, Phường Dương Đông, Tỉnh Kiên Giang",0388875128
BN4877,Bùi Quang Vinh,DT04,Nam,26/03/2003,,,,"Số 10, Phường Bến Nghé, Tỉnh Kiên Giang",0969218621
BN4878,Phạm Gia Khang,DT04,Nam,08/12/1958,,,,"Lô B4, Phường Bến Nghé, TP Hà Nội",0741582499
BN4879,Đặng Thanh Vân,DT01,Nữ,12/08/2020,TE48013629885879,01/01/2025,31/12/2025,"Ngõ 12, Phường Lê Lợi, Tỉnh Hưng Yên",0953178662
BN4880,Hoàng Thu Thảo,DT02,Nữ,17/01/1947,,,,"Ngõ 12, Phường Nguyễn Du, TP Đà Nẵng",0814032704
BN4881,Trần Thị Bích C,DT01,Nữ,24/06/1972,GD45012824692522,04/03/2025,03/03/2026,"Khu Phố 5, Thị trấn Vĩnh An, TP Hà Nội",0373227088
BN4882,Đỗ Thanh Dũng,DT01,Nam,30/07/1946,CN46037218792953,01/01/2025,31/12/2025,"Đường 3/2, Phường Bến Nghé, TP Đà Nẵng",0316746442
BN4883,Hồ Anh Tuấn,DT01,Nam,22/02/1984,BT24081530583824,02/05/2025,01/05/2026,"Số 10, Phường Dương Đông, TP Đà Nẵng",0799292886
BN4884,Vũ Thị Bích C,DT03,Nữ,09/11/2001,QN08057789803180,22/01/2025,21/01/2026,"A2, Phường Nguyễn Du, Tỉnh Kiên Giang",0991025657
BN4885,Vũ Thanh Dũng,DT02,Nam,21/11/2020,,,,"Lô B4, Thị trấn Vĩnh An, TP Hà Nội",0928113977
BN4886,Đặng Văn A,DT01,Nam,17/05/1965,BT71098496881586,05/06/2025,04/06/2026,"A2, Phường Dương Đông, TP Hà Nội",0750961318
BN4887,Phạm Thu Thảo,DT01,Nữ,21/09/1975,TE58081382536030,01/01/2025,31/12/2025,"Khu Phố 5, Phường Bến Nghé, TP HCM",0343817670
BN4888,Đỗ Thu Thảo,DT03,Nữ,25/04/1993,GD39074220878597,01/01/2025,31/12/2025,"Ngõ 12, Thị trấn Vĩnh An, TP HCM",0392973950
BN4889,Vũ Ngọc Ánh,DT03,Nữ,12/06/1957,QN33037996514293,01/01/2025,31/12/2025,"Lô B4, Thị trấn Vĩnh An, TP Đà Nẵng",0339269178
BN4890,Hồ Thanh Vân,DT01,Nữ,29/10/1973,BT70027362449253,02/09/2025,01/09/2026,"Ngõ 12, Phường Dương Đông, Tỉnh Đồng Nai",0733445986
BN4891,Hoàng Xuân Bách,DT02,Nam,17/11/2014,,,,"Khu Phố 5, Phường Dương Đông, TP Đà Nẵng",0364101893
BN4892,Hoàng Gia Khang,DT04,Nam,16/07/1953,,,,"Ngõ 12, Thị trấn Vĩnh An, Tỉnh Đồng Nai",0381212557
BN4893,Nguyễn Minh Hùng,DT03,Nam,16/08/1997,BT61048654447364,01/01/2025,31/12/2025,"A2, Phường Bến Nghé, Tỉnh Kiên Giang",0395960273
BN4894,Vũ Lệ I,DT01,Nữ,13/05/1961,GD60074213827038,01/01/2025,31/12/2025,"Khu Phố 5, Thị trấn Vĩnh An, TP Đà Nẵng",0397653558
BN4895,Nguyễn Kim F,DT01,Nữ,28/03/1946,BT34018266084170,01/01/2025,31/12/2025,"Đường 3/2, Thị trấn Vĩnh An, Tỉnh Đồng Nai",0385159671
BN4896,Hoàng Thị Bích C,DT04,Nữ,30/12/1964,,,,"Số 10, Phường Nguyễn Du, TP Hà Nội",0899421234
BN4897,Đặng Thu Thảo,DT01,Nữ,19/10/2005,TE83077374436011,01/01/2025,31/12/2025,"Số 10, Thị trấn Vĩnh An, Tỉnh Hưng Yên",0383664649
BN4898,Bùi Lệ I,DT03,Nữ,24/10/1982,GD90069582587549,01/01/2025,31/12/2025,"Lô B4, Xã Hòa Bắc, TP Đà Nẵng",0336593386
BN4899,Trần Yến Vy,DT01,Nữ,12/01/1976,CN03081388306791,01/01/2025,31/12/2025,"Lô B4, Thị trấn Vĩnh An, TP HCM",0950755378
BN4900,Đặng Gia Khang,DT01,Nam,12/05/1969,CN19061143737344,01/01/2025,31/12/2025,"Ngõ 12, Thị trấn Vĩnh An, TP HCM",0719025032
BN4901,Nguyễn Mai Hương,DT04,Nữ,26/09/1982,,,,"Khu Phố 5, Phường Bến Nghé, TP Hà Nội",0977090359
BN4902,Nguyễn Minh Hùng,DT04,Nam,17/01/2000,,,,"A2, Phường Dương Đông, Tỉnh Hưng Yên",0743828452
BN4903,Nguyễn Xuân Bách,DT02,Nam,27/09/1957,,,,"Khu Phố 5, Phường Dương Đông, TP Hà Nội",0894841802
BN4904,Vũ Bảo Long,DT01,Nam,09/04/2016,GD51082821149499,10/04/2025,09/04/2026,"Đường 3/2, Thị trấn Vĩnh An, Tỉnh Hưng Yên",0969162828
BN4905,Bùi Yến Vy,DT03,Nữ,28/03/1949,CN99001884018225,01/01/2025,31/12/2025,"Khu Phố 5, Thị trấn Vĩnh An, Tỉnh Đồng Nai",0772758003
BN4906,Hồ Minh Hùng,DT01,Nam,22/01/1943,TE36055826516366,11/11/2025,10/11/2026,"Đường 3/2, Phường Bến Nghé, Tỉnh Đồng Nai",0386423634
BN4907,Hồ Văn A,DT01,Nam,13/08/1965,QN43009369128831,01/01/2025,31/12/2025,"Lô B4, Xã Hòa Bắc, TP HCM",0738925394
BN4908,Vũ Bảo Long,DT03,Nam,15/11/1952,QN15030476342214,01/01/2025,31/12/2025,"Khu Phố 5, Xã Hòa Bắc, Tỉnh Đồng Nai",0360832637
BN4909,Đặng Xuân Bách,DT04,Nam,21/04/1942,,,,"A2, Phường Bến Nghé, TP Hà Nội",0753185733
BN4910,Hoàng Mai Hương,DT01,Nữ,11/10/1974,CN58058816060630,22/04/2025,21/04/2026,"Khu Phố 5, Phường Lê Lợi, Tỉnh Kiên Giang",0327351427
BN4911,Bùi Thanh Vân,DT01,Nữ,20/08/1995,GD57094137681864,17/02/2025,16/02/2026,"Số 10, Thị trấn Vĩnh An, TP HCM",0966570905
BN4912,Phạm Xuân Bách,DT01,Nam,27/01/1961,TE18082770066392,15/07/2025,14/07/2026,"Khu Phố 5, Thị trấn Vĩnh An, Tỉnh Hưng Yên",0327129304
BN4913,Vũ Thu Thảo,DT02,Nữ,23/07/1988,,,,"Khu Phố 5, Phường Dương Đông, Tỉnh Kiên Giang",0784133231
BN4914,Hoàng Minh Hùng,DT01,Nam,21/09/1949,BT02065908913883,01/01/2025,31/12/2025,"Số 10, Phường Bến Nghé, TP HCM",0924890774
BN4915,Lê Thanh Dũng,DT04,Nam,25/10/1996,,,,"Ngõ 12, Phường Nguyễn Du, Tỉnh Hưng Yên",0819232925
BN4916,Lê Văn A,DT01,Nam,14/01/2015,GD40028249595357,01/01/2025,31/12/2025,"Lô B4, Thị trấn Vĩnh An, Tỉnh Hưng Yên",0715389705
BN4917,Đỗ Minh Hùng,DT02,Nam,28/11/1982,,,,"Khu Phố 5, Phường Nguyễn Du, TP Đà Nẵng",0819212147
BN4918,Phạm Gia Khang,DT04,Nam,15/09/1955,,,,"Ngõ 12, Phường Bến Nghé, TP Đà Nẵng",0766513060
BN4919,Vũ Thu Thảo,DT03,Nữ,20/06/1997,QN99088152317040,01/01/2025,31/12/2025,"Số 10, Thị trấn Vĩnh An, TP Hà Nội",0328637020
BN4920,Phạm Hoàng Nam,DT04,Nam,22/04/2007,,,,"Đường 3/2, Thị trấn Vĩnh An, Tỉnh Kiên Giang",0793614163
BN4921,Đỗ Ngọc Ánh,DT01,Nữ,10/08/2014,BT20029652390702,01/01/2025,31/12/2025,"Lô B4, Phường Nguyễn Du, TP HCM",0329574056
BN4922,Hồ Quang Vinh,DT02,Nam,08/07/1945,,,,"Lô B4, Phường Lê Lợi, TP Đà Nẵng",0324104705
BN4923,Trần Lệ I,DT01,Nữ,24/01/1997,GD13045880041835,16/06/2025,15/06/2026,"Số 10, Phường Dương Đông, TP Đà Nẵng",0765557471
BN4924,Vũ Bảo Long,DT04,Nam,15/01/1944,,,,"Ngõ 12, Xã Hòa Bắc, Tỉnh Đồng Nai",0760467793
BN4925,Hoàng Xuân Bách,DT01,Nam,11/01/2002,CN63029369854663,01/01/2025,31/12/2025,"Lô B4, Phường Dương Đông, TP Hà Nội",0714728916
BN4926,Đỗ Ngọc Ánh,DT01,Nữ,09/05/2005,GD04027598865144,02/11/2025,01/11/2026,"Đường 3/2, Phường Nguyễn Du, TP Đà Nẵng",0746340516
BN4927,Đỗ Thanh Dũng,DT02,Nam,31/03/1941,,,,"Lô B4, Phường Lê Lợi, Tỉnh Hưng Yên",0316661854
BN4928,Bùi Gia Khang,DT01,Nam,06/03/1944,BT41074222655751,21/09/2025,20/09/2026,"Đường 3/2, Thị trấn Vĩnh An, TP Hà Nội",0723830796
BN4929,Đặng Yến Vy,DT01,Nữ,20/09/1945,BT09067615357074,01/01/2025,31/12/2025,"Lô B4, Xã Hòa Bắc, Tỉnh Kiên Giang",0975373889
BN4930,Phạm Mỹ Linh,DT01,Nữ,10/09/1982,TE27047212462582,01/01/2025,31/12/2025,"Lô B4, Phường Dương Đông, TP HCM",0950424840
BN4931,Trần Mỹ Linh,DT01,Nữ,22/10/1971,GD82092290939694,01/01/2025,31/12/2025,"A2, Phường Lê Lợi, TP Đà Nẵng",0981102726
BN4932,Hồ Anh Tuấn,DT02,Nam,10/12/1941,,,,"Số 10, Phường Nguyễn Du, Tỉnh Hưng Yên",0741772348
BN4933,Đỗ Thanh Dũng,DT03,Nam,04/06/1975,QN08001141239297,01/01/2025,31/12/2025,"Số 10, Xã Hòa Bắc, TP HCM",0924803158
BN4934,Hồ Bảo Long,DT01,Nam,29/03/1993,QN72011508680913,26/12/2025,25/12/2026,"Số 10, Xã Hòa Bắc, TP Đà Nẵng",0723351308
BN4935,Phạm Ngọc Ánh,DT04,Nữ,25/05/1957,,,,"A2, Phường Bến Nghé, TP HCM",0341301550
BN4936,Bùi Gia Khang,DT02,Nam,18/04/1991,,,,"Ngõ 12, Phường Lê Lợi, TP Đà Nẵng",0926399139
BN4937,Bùi Ngọc Ánh,DT01,Nữ,24/09/1958,CN85002607940564,01/01/2025,31/12/2025,"Số 10, Phường Dương Đông, TP HCM",0720256572
BN4938,Hoàng Kim F,DT02,Nữ,01/03/2017,,,,"Ngõ 12, Phường Nguyễn Du, TP HCM",0783776689
BN4939,Nguyễn Thu Thảo,DT01,Nữ,04/02/1979,BT15043988514433,01/01/2025,31/12/2025,"Khu Phố 5, Phường Dương Đông, Tỉnh Hưng Yên",0389202594
BN4940,Đỗ Minh Hùng,DT01,Nam,07/08/2020,CN15044236784193,01/01/2025,31/12/2025,"A2, Phường Dương Đông, Tỉnh Đồng Nai",0325796869
BN4941,Hồ Minh Hùng,DT03,Nam,25/04/2013,TE50034709845223,01/01/2025,31/12/2025,"A2, Phường Dương Đông, Tỉnh Kiên Giang",0864446021
BN4942,Bùi Yến Vy,DT03,Nữ,03/11/1955,GD47040141966535,18/03/2025,17/03/2026,"Số 10, Phường Lê Lợi, TP Hà Nội",0873037943
BN4943,Đỗ Hoàng Nam,DT01,Nam,19/12/1998,GD79048742723997,01/01/2025,31/12/2025,"Lô B4, Phường Dương Đông, TP Đà Nẵng",0781610949
BN4944,Trần Lệ I,DT01,Nữ,01/03/1963,GD23059345357845,01/01/2025,31/12/2025,"Lô B4, Xã Hòa Bắc, Tỉnh Kiên Giang",0781481377
BN4945,Lê Kim F,DT01,Nữ,09/08/2008,TE87022696142661,10/02/2025,09/02/2026,"A2, Thị trấn Vĩnh An, TP HCM",0813696779
BN4946,Hồ Thị Bích C,DT04,Nữ,20/11/1957,,,,"Khu Phố 5, Thị trấn Vĩnh An, TP Đà Nẵng",0948269732
BN4947,Đặng Hoàng Nam,DT02,Nam,29/02/1988,,,,"Ngõ 12, Phường Bến Nghé, TP Đà Nẵng",0962191037
BN4948,Hồ Lệ I,DT03,Nữ,15/08/1962,CN28050354261184,06/10/2025,05/10/2026,"Ngõ 12, Phường Lê Lợi, TP HCM",0337439627
BN4949,Nguyễn Thanh Dũng,DT02,Nam,26/02/2016,,,,"Lô B4, Phường Dương Đông, Tỉnh Kiên Giang",0764196457
BN4950,Vũ Ngọc Ánh,DT01,Nữ,31/10/2015,GD36070154955234,10/09/2025,09/09/2026,"Số 10, Phường Bến Nghé, TP Đà Nẵng",0943541246
BN4951,Đỗ Ngọc Ánh,DT01,Nữ,27/04/1991,BT26072479432537,01/01/2025,31/12/2025,"Số 10, Xã Hòa Bắc, TP Hà Nội",0832112337
BN4952,Vũ Bảo Long,DT01,Nam,15/07/1958,QN07087359449302,01/01/2025,31/12/2025,"Số 10, Phường Dương Đông, TP Hà Nội",0386662963
BN4953,Đặng Anh Tuấn,DT04,Nam,04/01/2008,,,,"A2, Phường Lê Lợi, TP Đà Nẵng",0716184840
BN4954,Hồ Anh Tuấn,DT01,Nam,02/06/2005,GD03025391140092,01/01/2025,31/12/2025,"Đường 3/2, Xã Hòa Bắc, Tỉnh Đồng Nai",0381591700
BN4955,Trần Yến Vy,DT03,Nữ,10/06/1965,BT89023454423242,01/01/2025,31/12/2025,"Khu Phố 5, Phường Bến Nghé, TP Đà Nẵng",0786023792
BN4956,Đỗ Thị Bích C,DT02,Nữ,03/07/1976,,,,"Số 10, Xã Hòa Bắc, TP Hà Nội",0371957438
BN4957,Lê Ngọc Ánh,DT01,Nữ,02/10/2008,GD65016627002485,01/01/2025,31/12/2025,"Số 10, Phường Dương Đông, TP HCM",0379601717
BN4958,Đỗ Mai Hương,DT01,Nữ,29/08/1980,BT01099698258884,01/01/2025,31/12/2025,"A2, Phường Nguyễn Du, Tỉnh Đồng Nai",0929869530
BN4959,Phạm Bảo Long,DT01,Nam,13/06/1979,BT96027556400003,01/01/2025,31/12/2025,"Khu Phố 5, Phường Lê Lợi, TP Đà Nẵng",0840016593
BN4960,Lê Thanh Vân,DT01,Nữ,20/12/2002,CN20094159621326,01/01/2025,31/12/2025,"Khu Phố 5, Thị trấn Vĩnh An, TP Đà Nẵng",0749343204
BN4961,Đặng Lệ I,DT01,Nữ,13/06/2006,GD86047601717753,01/01/2025,31/12/2025,"Lô B4, Xã Hòa Bắc, TP Đà Nẵng",0735885014
BN4962,Lê Thanh Vân,DT03,Nữ,25/12/2004,QN47022197963833,01/01/2025,31/12/2025,"Lô B4, Phường Bến Nghé, Tỉnh Đồng Nai",0338154688
BN4963,Hoàng Thanh Dũng,DT02,Nam,24/09/1967,,,,"Số 10, Thị trấn Vĩnh An, TP Đà Nẵng",0722756351
BN4964,Trần Văn A,DT01,Nam,31/01/1980,QN76005972402635,01/01/2025,31/12/2025,"Ngõ 12, Phường Nguyễn Du, TP HCM",0887740332
BN4965,Vũ Lệ I,DT01,Nữ,02/07/1977,GD92013162071755,01/01/2025,31/12/2025,"Ngõ 12, Phường Dương Đông, Tỉnh Hưng Yên",0759841389
BN4966,Vũ Ngọc Ánh,DT04,Nữ,08/03/1989,,,,"Số 10, Phường Lê Lợi, TP Đà Nẵng",0892458347
BN4967,Hoàng Văn A,DT04,Nam,20/10/1940,,,,"Lô B4, Phường Dương Đông, Tỉnh Hưng Yên",0790137605
BN4968,Đỗ Hoàng Nam,DT01,Nam,18/03/1978,GD42018423302832,12/07/2025,11/07/2026,"Số 10, Phường Dương Đông, TP HCM",0392535927
BN4969,Hồ Thị Bích C,DT01,Nữ,31/12/1969,BT58012397560355,01/01/2025,31/12/2025,"A2, Phường Dương Đông, TP Hà Nội",0857303196
BN4970,Đỗ Văn A,DT01,Nam,19/03/1989,TE16001351882713,01/01/2025,31/12/2025,"Khu Phố 5, Xã Hòa Bắc, Tỉnh Đồng Nai",0966531218
BN4971,Hoàng Minh Hùng,DT01,Nam,02/09/1985,CN57095481341537,28/06/2025,27/06/2026,"Lô B4, Phường Nguyễn Du, TP Đà Nẵng",0863231672
BN4972,Nguyễn Thanh Dũng,DT04,Nam,02/02/1957,,,,"Số 10, Phường Bến Nghé, Tỉnh Kiên Giang",0714045081
BN4973,Bùi Kim F,DT01,Nữ,21/12/2002,TE81055477467793,10/02/2025,09/02/2026,"A2, Phường Lê Lợi, Tỉnh Đồng Nai",0346392731
BN4974,Phạm Minh Hùng,DT01,Nam,16/08/2015,CN75092953193205,01/01/2025,31/12/2025,"Khu Phố 5, Phường Nguyễn Du, TP Hà Nội",0736114585
BN4975,Trần Mỹ Linh,DT01,Nữ,22/05/2017,TE91077529185636,28/10/2025,27/10/2026,"Ngõ 12, Phường Dương Đông, Tỉnh Hưng Yên",0784571412
BN4976,Hồ Bảo Long,DT01,Nam,10/12/2010,QN61099706120700,12/03/2025,11/03/2026,"Khu Phố 5, Phường Bến Nghé, Tỉnh Kiên Giang",0338941624
BN4977,Đặng Lệ I,DT01,Nữ,28/05/1970,BT25090842344474,01/01/2025,31/12/2025,"Ngõ 12, Thị trấn Vĩnh An, TP Hà Nội",0360709323
BN4978,Vũ Kim F,DT01,Nữ,18/08/2005,GD31051757632640,06/10/2025,05/10/2026,"Đường 3/2, Xã Hòa Bắc, TP Hà Nội",0715400033
BN4979,Đỗ Quang Vinh,DT02,Nam,22/01/2016,,,,"Số 10, Phường Nguyễn Du, Tỉnh Hưng Yên",0376201825
BN4980,Nguyễn Quang Vinh,DT02,Nam,25/07/1944,,,,"Số 10, Phường Nguyễn Du, Tỉnh Kiên Giang",0998318311
BN4981,Vũ Ngọc Ánh,DT01,Nữ,27/11/1987,CN11069431363529,01/01/2025,31/12/2025,"Khu Phố 5, Phường Nguyễn Du, Tỉnh Hưng Yên",0719834591
BN4982,Vũ Gia Khang,DT01,Nam,14/07/1942,CN25082149392088,01/01/2025,31/12/2025,"Lô B4, Thị trấn Vĩnh An, Tỉnh Kiên Giang",0973417634
BN4983,Đặng Văn A,DT02,Nam,16/02/2019,,,,"Đường 3/2, Phường Bến Nghé, Tỉnh Kiên Giang",0376859674
BN4984,Đỗ Mỹ Linh,DT01,Nữ,20/11/1965,QN09005472965819,01/01/2025,31/12/2025,"Ngõ 12, Phường Bến Nghé, Tỉnh Đồng Nai",0732802605
BN4985,Trần Thị Bích C,DT02,Nữ,01/09/1967,,,,"Khu Phố 5, Xã Hòa Bắc, TP Hà Nội",0860461251
